Relatív rang,Eredeti rang,Domain,Üzemeltető,Forrás (üzemeltető),Ellenőrzés dátuma (üzemeltető),Adószám,Forrás (adószám),Ellenőrzés dátuma (adószám),Statisztikai számjel,Ellenőrzés dátuma (számjel),Szakágazat kódja,Szakágazat megnevezése,Alágazat kódja,Alágazat megnevezése,Ágazat kódja,Ágazat megnevezése,Nemzetgazdasági ág kódja,Nemzetgazdasági ág megnevezése,Gazdálkodási forma kódja,Gazdálkodási forma megnevezése,Gazdálkodási forma csoportjának kódja,Gazdálkodási forma csoportjának megnevezése,Gazdálkodási forma főcsoportjának kódja,Gazdálkodási forma főcsoportjának megnevezése,Székhely szerinti vármegye kódja,Székhely szerinti vármegye megnevezése,Statisztikai régió kódja,Statisztikai régió neve,Statisztikai nagyrégió kódja,Statisztikai nagyrégió neve,Alapítás éve,Létszám,Nettó árbevétel,Lineáris trend meredeksége,Lineáris trend meredeksége (normalizált),Átlagos akadálymentességi hibaszám,Akadálymentességi hibaszám mediánja,Szórás,Relatív szórás,Minimum érték,Maximum érték,Terjedelem
76,45483,oktatas.hu,Oktatási Hivatal,https://www.oktatas.hu/,2025-12-22,15329729-2-41,https://ceginfo.hu//ceg-adatlap/oktatasi-hivatal-0198000322.html,2025-12-22,15329729 8412 312 01,2025-12-22,84.12,"Egészségügy, oktatás, kultúra, egyéb szociális szolgáltatás igazgatása",84.1,Közigazgatás,84,"Közigazgatás, védelem, kötelező társadalombiztosítás",P,"KÖZIGAZGATÁS, VÉDELEM; KÖTELEZŐ TÁRSADALOMBIZTOSÍTÁS",312,Központi költségvetési szerv,31,Központi költségvetési irányító és költségvetési szervek,3,Költségvetési szervek és költségvetési rend szerint gazdálkodó szervek,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.04709193245778612,-0.001403634350455668,33.55,33,2.286526870212799,0.06815281282303426,31,41,10
77,46091,szeretlekmagyarorszag.hu,Szeretlek Magyarország Médiacsoport,https://www.szeretlekmagyarorszag.hu/szm/kikvagyunk/,2025-12-23,23092822-2-43,https://ceginfo.hu//ceg-adatlap/szeretlek-magyarorszag-mediacsoport-kft-0109952566.html,2025-12-23,23092822 5812 113 01,2025-12-23,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.05290806754221388,-0.003963151126757694,13.35,13,0.8335897041541448,0.06244117634113444,12,15,3
78,46209,kisalfold.hu,Mediaworks Hungary,https://www.kisalfold.hu/impresszum,2025-12-22,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.5823639774859286,-0.027400242034388456,57.75,71,20.503595682158675,0.3550406178728775,32,81,49
79,46484,agroinform.hu,Agroinform Média,https://www.agroinform.hu/impresszum,2025-12-22,26351409-2-42,https://ceginfo.hu//ceg-adatlap/agroinform-media-kft-0109325609.html,2025-12-22,26351409 7311 113 01,2025-12-22,73.11,Reklámügynöki tevékenység,73.1,Reklám,73,"Reklám, piackutatás, PR-tevékenység",N,"SZAKMAI, TUDOMÁNYOS, MŰSZAKI TEVÉKENYSÉG",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.6015009380863039,0.0028133813755206027,213.8,212,8.121513058474656,0.037986496999413734,198,231,33
80,46723,agrarszektor.hu,Net Média,https://www.agrarszektor.hu/info/impresszum,2025-12-22,12527052-2-41,https://ceginfo.hu//ceg-adatlap/net-media-kiado-es-internet-tartalomszolgaltato-zrt-0110044439.html,2025-12-21,12527052 6039 114 01,2025-12-21,60.39,Egyéb tartalomterjesztési tevékenység,60.3,Hírügynökségi és egyéb tartalomterjesztési tevékenység,60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.3808630393996248,-0.0029813153769051807,127.75,125,6.986250232255663,0.05468689027205998,119,145,26
81,47038,myonlineradio.hu,MultiAppsFactory,https://myonlineradio.hu/public/docs/user-terms-and-conditions/hu_HU/hu.docx,2025-12-22,26278823-2-41,https://ceginfo.hu//ceg-adatlap/multiappsfactory-kft-0109357239.html,2025-12-22,26278823 6210 113 01,2025-12-22,62.10,Számítógépes programozás,62.1,Számítógépes programozás,62,Információtechnológiai szolgáltatás,K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.009568480300187617,0.06378986866791744,0.15,0,0.9486832980505139,6.324555320336759,0,6,6
82,47334,boon.hu,Mediaworks Hungary,https://www.boon.hu/impresszum,2025-12-22,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.949718574108818,-0.03634144592933506,53.65,71,25.577985325926928,0.47675648324188125,22,81,59
83,47477,hirkereso.hu,Híreső. hu,https://www.hirkereso.hu/popup/impresszum/,2025-12-22,11884958-2-13,https://ceginfo.hu//ceg-adatlap/hiresohu-szolgaltato-kft-1309189055.html,2025-12-22,11884958 6210 113 13,2025-12-22,62.10,Számítógépes programozás,62.1,Számítógépes programozás,62,Információtechnológiai szolgáltatás,K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,13,Pest,12,Pest,1,Közép-Magyarország,,,,0,0,21,21,0,0,21,21,0
84,47524,haon.hu,Mediaworks Hungary,https://www.haon.hu/impresszum,2025-12-22,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.701500938086304,-0.029617074640318555,57.45,72,22.152096618952,0.3855891491549521,29,82,53
85,47718,prohardver.hu,PROHARDVER Informatikai,https://prohardver.hu/allando/impresszum.html,2025-12-22,12919709-2-41,https://hardverapro.hu/allando/impresszum.html,2025-11-18,12919709 5813 113 01,2025-12-21,58.13,"Folyóirat, időszaki kiadvány kiadása",58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.600093808630394,-0.005844595165623534,102.675,112,20.998641592206596,0.2045156230066384,0,119,119
86,48038,vezess.hu,Central Médiacsoport,https://www.vezess.hu/impresszum/,2025-12-22,25087910-2-41,https://24.hu/impresszum/,2025-07-04,25087910 5813 114 01,2025-12-21,58.13,"Folyóirat, időszaki kiadvány kiadása",58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.19953095684803002,-0.0024192901709370685,82.475,82.5,2.745509153658118,0.03328898640385715,79,87,8
87,48104,webbeteg.hu,Webbeteg,https://www.webbeteg.hu/impresszum,2025-12-22,23981306-2-09,https://ceginfo.hu//ceg-adatlap/webbeteg-kft-0909023339.html,2025-12-22,23981306 6039 113 09,2025-12-22,60.39,Egyéb tartalomterjesztési tevékenység,60.3,Hírügynökségi és egyéb tartalomterjesztési tevékenység,60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,09,Hajdú-Bihar,60,Észak-Alföld,3,Alföld és Észak,,,,-0.13592870544090055,-0.0027090922858176466,50.175,51,5.027552292247397,0.10020034463871245,40,61,21
88,48309,mfor.hu,Menedzsment Fórum,https://mfor.hu/menedzsment-forum/impresszum.html,2025-12-22,12500442-2-41,https://mfor.hu/menedzsment-forum/impresszum.html,2025-12-22,12500442 6039 113 01,2025-12-22,60.39,Egyéb tartalomterjesztési tevékenység,60.3,Hírügynökségi és egyéb tartalomterjesztési tevékenység,60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.03930581613508443,-0.0004229843006197246,92.925,93,1.3660254906207427,0.014700301217333794,85,94,9
89,48701,szon.hu,Mediaworks Hungary,https://www.szon.hu/impresszum,2025-12-22,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.624202626641651,-0.02788330689513562,58.25,72,21.086816880549947,0.3620054400094411,30,82,52
90,48935,nyugat.hu,Nyugat Média és Világháló Egyesület,https://www.nyugat.hu/cikk/impresszum-2024,2025-12-22,18889332-2-18,https://ceginfo.hu//ceg-adatlap/nyugat-media-es-vilaghalo-egyesuelet-1899000914.html,2025-12-22,18889332 6031 529 18,2025-12-22,60.31,Hírügynökségi tevékenység,60.3,Hírügynökségi és egyéb tartalomterjesztési tevékenység,60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",529,Egyéb egyesület,52,Az egyesület egyéb formái,5,Jogi személyiségű nonprofit szervezet,18,Vas,30,Nyugat-Dunántúl,2,Dunántúl,,,,-0.03921200750469043,-0.0006557191890416716,59.8,59,5.561774297230458,0.093006259151011,50,72,22
91,49652,meska.hu,MESKA.hu,https://www.meska.hu/aboutus,2025-12-22,14260960-2-13,https://www.meska.hu/aboutus,2025-12-22,14260960 6310 113 13,2025-12-22,63.10,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és kapcsolódó szolgáltatások",63.1,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és kapcsolódó szolgáltatások",63,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és egyéb információs szolgáltatási tevékenységek",K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,13,Pest,12,Pest,1,Közép-Magyarország,,,,0.0975609756097561,0.0011985377839036978,81.4,79.5,8.702490065109718,0.10691019736007024,72,104,32
92,49820,privatbankar.hu,Privátbankár.hu,https://privatbankar.hu/privatbankar/impresszum.html,2025-12-22,12494086-2-41,https://privatbankar.hu/privatbankar/impresszum.html,2025-12-22,12494086 6039 113 01,2025-12-22,60.39,Egyéb tartalomterjesztési tevékenység,60.3,Hírügynökségi és egyéb tartalomterjesztési tevékenység,60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.08452157598499062,-0.0006555871707192845,128.925,129,2.246221899214951,0.01742270234023619,123,131,8
93,49828,indapass.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33,33,0,0,33,33,0
94,49897,vaol.hu,Mediaworks Hungary,https://www.vaol.hu/impresszum,2025-12-22,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.7382739212007505,-0.03314154282556236,52.45,72,26.69672984871714,0.508993896067057,6,82,76
95,50179,hang.hu,Alhambra-Press,https://hang.hu/impresszum,2025-12-22,32874978-2-43,https://ceginfo.hu//ceg-adatlap/alhambra-press-kommunikacios-kft-0109447226.html,2025-12-22,32874978 6031 113 01,2025-12-22,60.31,Hírügynökségi tevékenység,60.3,Hírügynökségi és egyéb tartalomterjesztési tevékenység,60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.05018761726078799,-0.0005948162045722978,84.375,85,1.674660317642709,0.019847825986876552,80,85,5
96,50320,szoljon.hu,Mediaworks Hungary,https://www.szoljon.hu/impresszum,2025-12-22,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.497467166979362,-0.026375467494132263,56.775,69,19.370195847731825,0.341174739722269,31,80,49
97,50554,femcafe.hu,Netrise Hungary,https://www.femcafe.hu/impresszum,2025-12-22,23522154-2-41,https://www.femcafe.hu/impresszum,2025-12-22,23522154 5819 113 01,2025-12-22,58.19,Egyéb kiadói tevékenység (kivéve: szoftverkiadás),58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.18621013133208256,0.003689155647985715,50.475,52,5.76010817206119,0.11411804204182645,30,53,23
98,50937,heol.hu,Mediaworks Hungary,https://www.heol.hu/impresszum,2025-12-22,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-1.9912757973733584,-0.03675635989613958,54.175,72,26.15524411799276,0.48279176959838965,22,82,60
99,51142,pestisracok.hu,Mediaworks Hungary,https://pestisracok.hu/pestisracok-impresszum,2025-12-22,24785725-2-44,https://videa.hu/szolgaltato_adatai,2025-07-04,24785725 5812 114 01,2025-12-21,58.12,Napilapkiadás,58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-2.8773921200750467,-0.043481558293540605,66.175,47,79.87005070738344,1.206952031845613,35,408,373
100,52296,streetkitchen.hu,SK Sales House,https://streetkitchen.hu/impresszum,2025-12-22,29308651-2-43,https://ceginfo.hu//ceg-adatlap/sk-sales-house-kft-0109386472.html,2025-12-22,29308651 7312 113 01,2025-12-22,73.12,Médiareklám,73.1,Reklám,73,"Reklám, piackutatás, PR-tevékenység",N,"SZAKMAI, TUDOMÁNYOS, MŰSZAKI TEVÉKENYSÉG",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-6.541181988742965,-0.050953705851941256,128.375,64,95.59226647724391,0.7446330397448406,41,268,227
101,52883,ipon.hu,iPon Computer,https://ipon.hu/impresszum,2025-12-22,13392327-2-42,https://ipon.hu/impresszum,2025-12-22,13392327 4650 113 01,2025-12-22,46.50,"Információtechnológiai, híradástechnikai termék nagykereskedelme",46.5,"Információtechnológiai, híradástechnikai termék nagykereskedelme",46,Nagykereskedelem,G,KERESKEDELEM,113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.0038461538461538464,-0.00010061880565475595,38.225,38,1.5273153923444587,0.03995592916532266,35,42,7
102,52966,kapu.hu,Híreső. hu,https://www.hirkereso.hu/popup/impresszum/,2025-12-22,11884958-2-13,https://ceginfo.hu//ceg-adatlap/hiresohu-szolgaltato-kft-1309189055.html,2025-12-22,11884958 6210 113 13,2025-12-22,62.10,Számítógépes programozás,62.1,Számítógépes programozás,62,Információtechnológiai szolgáltatás,K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,13,Pest,12,Pest,1,Közép-Magyarország,,,,0.04831144465290807,0.002089143552558142,23.125,23,0.8825226081218281,0.03816313981067365,22,25,3
103,53284,tv2play.hu,TV2 Média Csoport,https://tv2play.hu/,2025-12-22,25771859-2-44,https://ceginfo.hu//ceg-adatlap/tv2-media-csoport-zrt-0110049017.html,2025-12-22,25771859 6020 114 01,2025-12-22,60.20,"Televízióműsor összeállítása, szolgáltatása, videótartalom-terjesztés",60.2,"Televízióműsor összeállítása, szolgáltatása, videótartalom-terjesztés",60,"Műsor-összeállítás, műsorszolgáltatás, hírügynökségi és egyéb tartalomterjesztési tevékenység",J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.15431519699812382,-0.020644173511454682,7.475,8,2.8192333927997026,0.3771549689364151,2,11,9
104,53443,bien.hu,Netbase Media,https://www.bien.hu/impresszum/,2025-12-22,24994356-2-13,https://ceginfo.hu//ceg-adatlap/netbase-media-kft-1309203379.html,2025-12-22,24994356 6391 113 13,2025-12-22,63.91,Internetes keresőportállal kapcsolatos tevékenységek,63.9,Internetes keresőportállal kapcsolatos tevékenységek és egyéb információs szolgáltatás,63,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és egyéb információs szolgáltatási tevékenységek",K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,13,Pest,12,Pest,1,Közép-Magyarország,,,,0.04409005628517824,0.0003681841860976235,119.75,120,2.657837949180229,0.02219488892843615,112,126,14
105,53638,noklapja.hu,Central Médiacsoport,https://www.noklapja.hu/felhasznalasi-feltetelek/,2025-12-23,25087910-2-41,https://24.hu/impresszum/,2025-07-04,25087910 5813 114 01,2025-12-21,58.13,"Folyóirat, időszaki kiadvány kiadása",58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",114,Részvénytársaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.024296435272045027,0.00018034095581399568,134.725,136,5.537691363828943,0.04110366571778766,118,145,27
107,54887,vadhajtasok.hu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.4877110694183865,-0.009347600755503336,52.175,57,7.04886788509605,0.13510048653753812,41,57,16
108,54893,csakfoci.hu,Dr. Foci,https://www.csakfoci.hu/impresszum,2025-12-23,22667544-2-42,https://ceginfo.hu//ceg-adatlap/dr-foci-kft-0109938179.html,2025-12-23,22667544 7020 113 01,2025-12-23,70.20,"Üzletviteli, egyéb üzletvezetési tanácsadás",70.2,"Üzletviteli, egyéb üzletvezetési tanácsadás",70,"Üzletvezetés, üzletvezetési tanácsadás",N,"SZAKMAI, TUDOMÁNYOS, MŰSZAKI TEVÉKENYSÉG",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.03555347091932458,-0.0010238580538322768,34.725,35,0.715667162289487,0.02060956550869653,33,36,3
109,55179,sobors.hu,IndaWorld Publishing,https://sobors.hu/info/impresszum/,2025-12-23,27936748-2-41,https://port.hu/impresszum,2025-11-18,27936748 6391 113 01,2025-12-21,63.91,Internetes keresőportállal kapcsolatos tevékenységek,63.9,Internetes keresőportállal kapcsolatos tevékenységek és egyéb információs szolgáltatás,63,"Számítástechnikai infrastruktúra, adatfeldolgozás, tárhelyszolgáltatás és egyéb információs szolgáltatási tevékenységek",K,"TÁVKÖZLÉS, SZÁMÍTÓGÉPES PROGRAMOZÁS, INFORMÁCIÓTECHNOLÓGIAI SZAKTANÁCSADÁS, SZÁMÍTÁSTECHNIKAI INFRASTRUKTÚRA ÉS EGYÉB INFORMÁCIÓS SZOLGÁLTATÁSOK",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,0.040056285178236395,0.0024841107087277174,16.125,15.5,2.793651227244944,0.17324968851131434,6,25,19
110,55285,mobilarena.hu,PROHARDVER Informatikai,https://mobilarena.hu/allando/impresszum.html,2025-12-23,12919709-2-41,https://hardverapro.hu/allando/impresszum.html,2025-11-18,12919709 5813 113 01,2025-12-21,58.13,"Folyóirat, időszaki kiadvány kiadása",58.1,"Könyv-, napilapkiadás, egyéb kiadói tevékenység (kivéve: szoftverkiadás)",58,Kiadói tevékenység,J,"KIADÓI TEVÉKENYSÉG, MŰSORSZOLGÁLTATÁS, TARTALOMSZOLGÁLTATÁS ÉS -TERJESZTÉS",113,Korlátolt felelősségű társaság,11,Gazdasági társaság,1,Jogi személyiségű vállalkozás,01,Budapest,11,Budapest,1,Közép-Magyarország,,,,-0.04699812382739212,-0.0006297906040520725,74.625,76,12.749434376594003,0.17084669181365497,0,89,89
